locationName,timestamp,serialno,model,firmwareVersion,atmp,atmp_corrected,datapoints,locationId,noxIndex,pm003Count,pm01,pm01_corrected,pm02,pm02_corrected,pm10,pm10_corrected,rco2,rco2_corrected,rhum,rhum_corrected,tvoc,tvocIndex,wifi
Université de Thiès,2025-07-28T00:00:00.000Z,34b7daa1e1b0,O-1PST,3.3.9,29.863928822134387,30.155830031620557,4.794466403162056,89441.0,1.1286561264822135,240.75114963636366,0.8136027666403162,0.8136027666403162,2.2414255612648217,2.2414255612648217,2.8127292533596835,2.8127292533596835,410.54749086956525,410.54749086956525,53.63112311067193,74.85645587351779,148.53787858102766,132.04615122134388,-58.121936758893284
