locationName,timestamp,serialno,model,firmwareVersion,atmp,atmp_corrected,datapoints,locationId,noxIndex,pm003Count,pm01,pm01_corrected,pm02,pm02_corrected,pm10,pm10_corrected,rco2,rco2_corrected,rhum,rhum_corrected,tvoc,tvocIndex,wifi
Breath4life,2025-07-28T00:00:00.000Z,d83bda1d43d8,O-1PST,3.3.9,30.44771806719368,30.844802367588933,4.826086956521739,164928.0,2.1638418972332016,346.4948011857708,2.0692977608695653,2.0692977608695653,5.10722858889328,5.10722858889328,5.679337273241107,5.679337273241107,404.0115886561265,404.0115886561265,53.929191644268776,75.25724638735176,152.31208416205533,137.27611058102767,-77.0239789090909
