locationName,timestamp,serialno,model,firmwareVersion,atmp,atmp_corrected,datapoints,locationId,noxIndex,pm003Count,pm01,pm01_corrected,pm02,pm02_corrected,pm10,pm10_corrected,rco2,rco2_corrected,rhum,rhum_corrected,tvoc,tvocIndex,wifi
"Lycée Technique André Peytavin, Saint-Louis",2025-07-28T00:00:00.000Z,744dbdbecb74,O-1PST,3.3.9,28.237770896414343,28.242370545816733,4.816733067729084,90104.0,1.0,614.2241809561752,6.646750996015936,6.646750996015936,15.780739023904385,15.780739023904385,20.33653585258964,20.33653585258964,410.84530685258966,410.84530685258966,60.238043856573704,83.17430278884463,152.55580932270917,152.2116773625498,-24.01832669322709
