locationName,timestamp,serialno,model,firmwareVersion,atmp,atmp_corrected,datapoints,locationId,noxIndex,pm003Count,pm01,pm01_corrected,pm02,pm02_corrected,pm10,pm10_corrected,rco2,rco2_corrected,rhum,rhum_corrected,tvoc,tvocIndex,wifi
"Ecole Notre Dame des Victoires, Diourbel",2025-07-28T00:00:00.000Z,34b7da9fed44,O-1PST,3.3.9,31.355804359683795,31.918498015810275,4.849802371541502,151726.0,1.7694387351778655,213.18351384980235,0.5919189718972332,0.5919189718972332,1.597482213715415,1.597482213715415,1.9265573118181818,1.9265573118181818,398.6650755731226,398.6650755731226,46.92947630434782,66.42015810276679,129.1060484110672,129.40380442687746,-25.531422924901182
