locationId,locationName,pm01,pm02,pm10,pm01_corrected,pm02_corrected,pm10_corrected,pm003Count,atmp,rhum,rco2,atmp_corrected,rhum_corrected,rco2_corrected,tvoc,wifi,timestamp,serialno,model,firmwareVersion,tvocIndex,noxIndex,datapoints
151726,"Ecole Notre Dame des Victoires, Diourbel",1.966,4.8,5.034,1.966,4.8,5.034,367.334,29.664,48.73,395.0,29.92,69.0,395.0,63.920273,-24.8,2025-07-28T00:00:00.000Z,34b7da9fed44,O-1PST,3.3.9,67.168,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",1.766,4.266,5.066,1.766,4.266,5.066,314.066,29.496,48.894,395.6,29.7,69.0,395.6,60.80815,-24.4,2025-07-28T00:05:00.000Z,34b7da9fed44,O-1PST,3.3.9,63.616,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",0.666,3.968,4.8,0.666,3.968,4.8,311.2,29.355999,49.156002,395.666,29.54,69.0,395.666,55.38959,-25.0,2025-07-28T00:10:00.000Z,34b7da9fed44,O-1PST,3.3.9,57.35,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",25.402,39.132,46.766,25.402,39.132,46.766,1756.334,29.386,49.258,396.534,29.58,69.0,396.534,104.45899,-24.2,2025-07-28T00:15:00.000Z,34b7da9fed44,O-1PST,3.3.9,109.834,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",14.5,23.266,24.698,14.5,23.266,24.698,788.502,29.414,49.252,395.8,29.6,69.0,395.8,97.18735,-25.0,2025-07-28T00:20:00.000Z,34b7da9fed44,O-1PST,3.3.9,103.35,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",1.934,5.034,6.0,1.934,5.034,6.0,381.4,29.496,49.27,395.066,29.7,69.0,395.066,81.452,-24.8,2025-07-28T00:25:00.000Z,34b7da9fed44,O-1PST,3.3.9,86.568,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",1.7075,4.835,4.96,1.7075,4.835,4.96,358.8325,29.565,49.22,394.6675,29.8,69.0,394.6675,75.39478,-24.0,2025-07-28T00:30:00.000Z,34b7da9fed44,O-1PST,3.3.9,80.0,1.0,4
151726,"Ecole Notre Dame des Victoires, Diourbel",1.898,5.232,5.832,1.898,5.232,5.832,371.9,29.526,49.314,394.6,29.74,69.4,394.6,62.22013,-24.8,2025-07-28T00:35:00.000Z,34b7da9fed44,O-1PST,3.3.9,65.216,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",1.532,4.432,4.9,1.532,4.432,4.9,331.7,29.492,49.486,394.466,29.7,70.0,394.466,68.83771,-24.4,2025-07-28T00:40:00.000Z,34b7da9fed44,O-1PST,3.3.9,72.716,1.0,5
151726,"Ecole Notre Dame des Victoires, Diourbel",1.334,4.534,5.0360003,1.334,4.534,5.0360003,340.034,29.418,49.614,394.068,29.6,70.0,394.068,64.65967,-24.4,2025-07-28T00:45:00.000Z,34b7da9fed44,O-1PST,3.3.9,68.0,1.0,5
