locationId,locationName,pm01,pm02,pm10,pm01_corrected,pm02_corrected,pm10_corrected,pm003Count,atmp,rhum,rco2,atmp_corrected,rhum_corrected,rco2_corrected,tvoc,wifi,timestamp,serialno,model,firmwareVersion,tvocIndex,noxIndex,datapoints
90104,"Lycée Technique André Peytavin, Saint-Louis",6.0,13.232,17.966,6.0,13.232,17.966,557.9,27.1,61.818,411.8,26.9,85.0,411.8,139.80717,-25.6,2025-07-28T00:00:00.000Z,744dbdbecb74,O-1PST,3.3.9,145.248,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.9700003,13.366,19.898,5.9700003,13.366,19.898,554.66797,27.092001,61.768,411.066,26.9,85.0,411.066,119.55617,-23.2,2025-07-28T00:05:00.000Z,744dbdbecb74,O-1PST,3.3.9,125.816,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.534,14.132,19.566,5.534,14.132,19.566,534.534,27.086,62.129997,411.6,26.9,86.0,411.6,116.04584,-26.0,2025-07-28T00:10:00.000Z,744dbdbecb74,O-1PST,3.3.9,122.384,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.8,14.266,19.034,5.8,14.266,19.034,578.16797,27.08,62.208,411.4,26.88,86.0,411.4,112.902275,-18.8,2025-07-28T00:15:00.000Z,744dbdbecb74,O-1PST,3.3.9,119.166,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",6.066,15.466,19.366,6.066,15.466,19.366,593.134,27.084,62.294,411.466,26.9,86.0,411.466,126.63006,-21.4,2025-07-28T00:20:00.000Z,744dbdbecb74,O-1PST,3.3.9,132.716,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",6.1675,14.747499,19.585,6.1675,14.747499,19.585,539.79004,27.0925,62.1125,411.75,26.9,85.5,411.75,161.6463,-27.0,2025-07-28T00:25:00.000Z,744dbdbecb74,O-1PST,3.3.9,165.0,1,4
90104,"Lycée Technique André Peytavin, Saint-Louis",5.6,14.232,18.668,5.6,14.232,18.668,571.43,27.1,62.088,411.734,26.9,85.6,411.734,162.09521,-23.6,2025-07-28T00:30:00.000Z,744dbdbecb74,O-1PST,3.3.9,165.316,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",6.0,14.2,18.802,6.0,14.2,18.802,579.134,27.1,62.0,411.8,26.9,85.0,411.8,142.05386,-18.8,2025-07-28T00:35:00.000Z,744dbdbecb74,O-1PST,3.3.9,147.232,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.366,12.466,18.068,5.366,12.466,18.068,549.834,27.1,62.096,411.6,26.9,85.6,411.6,110.56714,-23.4,2025-07-28T00:40:00.000Z,744dbdbecb74,O-1PST,3.3.9,116.834,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.1,11.802,17.9,5.1,11.802,17.9,549.166,27.1,61.983997,410.6,26.9,85.4,410.6,96.18885,-21.4,2025-07-28T00:45:00.000Z,744dbdbecb74,O-1PST,3.3.9,102.282,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.134,12.534,18.1,5.134,12.534,18.1,556.16797,27.058,62.394,410.2,26.859999,85.8,410.2,84.3829,-20.8,2025-07-28T00:50:00.000Z,744dbdbecb74,O-1PST,3.3.9,89.734,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.875,14.3325,19.8325,5.875,14.3325,19.8325,584.7925,27.0075,63.0275,410.0,26.8,87.0,410.0,109.212616,-25.5,2025-07-28T00:55:00.000Z,744dbdbecb74,O-1PST,3.3.9,115.229996,1,4
90104,"Lycée Technique André Peytavin, Saint-Louis",5.932,14.934,18.532,5.932,14.934,18.532,556.1,27.014,62.94,410.866,26.8,87.0,410.866,124.255226,-25.0,2025-07-28T01:00:00.000Z,744dbdbecb74,O-1PST,3.3.9,130.55,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",6.566,15.066,20.634,6.566,15.066,20.634,593.836,27.094,62.95,410.066,26.9,86.8,410.066,114.57836,-23.8,2025-07-28T01:05:00.000Z,744dbdbecb74,O-1PST,3.3.9,120.768,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.834,14.4,19.1,5.834,14.4,19.1,565.83203,27.012001,63.14,409.466,26.8,87.0,409.466,79.2124,-24.6,2025-07-28T01:10:00.000Z,744dbdbecb74,O-1PST,3.3.9,84.166,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",6.636,15.234,18.566,6.636,15.234,18.566,616.998,27.004,63.218002,409.0,26.8,87.0,409.0,76.23088,-25.8,2025-07-28T01:15:00.000Z,744dbdbecb74,O-1PST,3.3.9,80.9,1,5
90104,"Lycée Technique André Peytavin, Saint-Louis",5.8,15.366,19.266,5.8,15.366,19.266,567.3,27.0,63.326,410.4,26.8,87.0,410.4,69.40989,-23.8,2025-07-28T01:20:00.000Z,744dbdbecb74,O-1PST,3.3.9,73.35,1,5
